desertionNo,happenDt,happenPlace,upKindNm,kindNm,age,weight,sexCd,neuterYn,processState,careNm,orgNm
446495202500374,2025-11-26,몽탄면 몽탄로 861,개,믹스견,2025(년생),2.4(Kg),M,N,보호중,무안군유기동물보호소,전라남도 무안군
446495202500373,2025-11-26,해제119,개,믹스견,2025(년생),2(Kg),M,N,보호중,무안군유기동물보호소,전라남도 무안군
446495202500372,2025-11-26,해제119,개,믹스견,2025(년생),2.1(Kg),F,N,보호중,무안군유기동물보호소,전라남도 무안군
446495202500371,2025-11-26,해제119,개,믹스견,2025(년생),2(Kg),M,N,보호중,무안군유기동물보호소,전라남도 무안군
446482202500945,2025-11-26,별량 송천2길58,개,믹스견,2022(년생),5(Kg),F,N,보호중,순천시유기동물보호소,전라남도 순천시
446482202500944,2025-11-26,조곡동 반려동물문화센터,개,푸들,2023(년생),2.2(Kg),M,N,보호중,순천시유기동물보호소,전라남도 순천시
446480202501736,2025-11-26,중앙병원,개,믹스견,2022(년생),6.5(Kg),M,N,종료(반환),목포시유기동물보호소,전라남도 목포시
445474202500063,2025-11-26,적상면 또오랑 인근,개,푸들,2018(년생),5(Kg),F,U,보호중,무주군,전북특별자치도 무주군
445473202500532,2025-11-26,안천면 교동길 38-38,개,믹스견,2021(년생),24(Kg),M,N,종료(반환),진안군유기동물보호소,전북특별자치도 진안군
445464202503442,2025-11-26,두현길 46-19,개,믹스견,2025(년생),11.5(Kg),M,N,보호중,행복한동물병원,전북특별자치도 전주시
445464202503441,2025-11-26,두현길 46-19,개,믹스견,2025(년생),11.8(Kg),M,N,보호중,행복한동물병원,전북특별자치도 전주시
445464202503440,2025-11-26,석소3길 13,고양이,한국 고양이,2025(년생),2.3(Kg),M,N,보호중,행복한동물병원,전북특별자치도 전주시
445464202503439,2025-11-26,완산서초등학교,개,포메라니안,2022(년생),2.8(Kg),F,N,보호중,프렌즈동물병원,전북특별자치도 전주시
445464202503438,2025-11-26,춘향로 5246-3,개,믹스견,2022(년생),13(Kg),M,N,보호중,프렌즈동물병원,전북특별자치도 전주시
445464202503437,2025-11-26,세경아파트 관리사무소,고양이,한국 고양이,2025(60일미만)(년생),0.8(Kg),F,N,보호중,프렌즈동물병원,전북특별자치도 전주시
445464202503436,2025-11-26,덕진구 쪽구름5길 43-7 동산골드클래스 정문 앞,개,말티즈,2021(년생),2.3(Kg),F,U,종료(반환),사랑플러스동물병원,전북특별자치도 전주시
444568202501638,2025-11-26,당진시 순성면 갈산리 224,고양이,한국 고양이,2023(년생),3.00(Kg),F,U,보호중,당진시동물보호소,충청남도 당진시
444568202501637,2025-11-26,당진시 송악읍 안섬포구길 84 주차장,고양이,한국 고양이,2025(년생),0.80(Kg),F,U,보호중,당진시동물보호소,충청남도 당진시
444462202500950,2025-11-26,태안읍 초가지길 43-101,개,믹스견,2020(년생),6(Kg),M,N,보호중,최동물병원,충청남도 태안군
444462202500949,2025-11-26,남면 연꽃길 298-1,개,믹스견,2020(년생),8(Kg),M,N,보호중,최동물병원,충청남도 태안군
444461202500352,2025-11-26,대술초등학교 운동장,개,치와와,2024(년생),2.3(Kg),F,U,보호중,예산임시동물보호센터,충청남도 예산군
444460202500807,2025-11-26,홍성읍 고암리 1042 홍성터미널1층,개,말티즈,2020(년생),4(Kg),M,U,보호중,홍성반려동물문화센터,충청남도 홍성군
444453202501480,2025-11-26,해미면 덕지천로 884-13,개,믹스견,2023(년생),10.78(Kg),F,U,보호중,서산시 동물보호센터,충청남도 서산시
444453202501479,2025-11-26,해미면 덕지천로 884-13,개,믹스견,2023(년생),12.00(Kg),F,U,보호중,서산시 동물보호센터,충청남도 서산시
444453202501478,2025-11-26,문화로 112 서산교육청 버스정류장 전봇대,개,믹스견,2025(년생),3.8(Kg),M,U,종료(반환),서산시 동물보호센터,충청남도 서산시
444452202502182,2025-11-26,둔포면 송용리 71-36,개,믹스견,2022(년생),8(Kg),M,N,보호중,아산동물복지지원센터,충청남도 아산시
444451202501068,2025-11-26,보령시 해안로 760 인근 어망에서 구조,고양이,한국 고양이,2025(60일미만)(년생),0.6(Kg),M,N,보호중,보령길고양이보호협회,충청남도 보령시
444451202501067,2025-11-26,보령시 맷독2길 인근,고양이,한국 고양이,2025(60일미만)(년생),0.63(Kg),F,N,보호중,보령길고양이보호협회,충청남도 보령시
444451202501066,2025-11-26,오천면 충청수영로 인근,고양이,한국 고양이,2025(60일미만)(년생),0.8(Kg),M,N,보호중,보령길고양이보호협회,충청남도 보령시
444451202501065,2025-11-26,주교면 산고내길 인근,개,믹스견,2020(년생),6(Kg),F,N,보호중,보령시유기동물보호소,충청남도 보령시
444449202502174,2025-11-26,동남구 수신면 해정리 547-5,개,믹스견,2018(년생),12(Kg),M,N,보호중,천안시 동물보호센터,충청남도 천안시
443571202503002,2025-11-26,서원구 창신로 7-1,기타,기타축종,2024(년생),0.2(Kg),Q,U,보호중,반려동물보호센터,충청북도 청주시
443557202500161,2025-11-26,증평읍 초중리 542-2,고양이,한국 고양이,2024(년생),1.5(Kg),M,U,종료(자연사),가정견훈련소,충청북도 증평군
443557202500160,2025-11-26,벨포레 리조드 인근,개,믹스견,2020(년생),5(Kg),M,U,보호중,가정견훈련소,충청북도 증평군
443443202500771,2025-11-26,옥천읍,개,믹스견,2023(년생),7(Kg),F,N,보호중,옥천동물병원,충청북도 옥천군
443443202500770,2025-11-26,옥천읍,개,믹스견,2025(60일미만)(년생),1(Kg),M,N,보호중,옥천동물병원,충청북도 옥천군
443443202500769,2025-11-26,옥천읍,개,믹스견,2025(60일미만)(년생),1(Kg),M,N,보호중,옥천동물병원,충청북도 옥천군
443443202500768,2025-11-26,옥천읍,개,믹스견,2025(60일미만)(년생),1(Kg),M,N,보호중,옥천동물병원,충청북도 옥천군
443443202500767,2025-11-26,옥천읍,개,믹스견,2018(년생),25(Kg),M,N,보호중,옥천동물병원,충청북도 옥천군
442423202500390,2025-11-26,청학4거리,고양이,한국 고양이,2025(60일미만)(년생),0.5(Kg),F,N,보호중,속초시유기동물보호소,강원특별자치도 속초시
442420202500674,2025-11-26,성산면 송두길,개,포인터,2022(년생),20(Kg),F,N,보호중,강릉시 동물사랑센터,강원특별자치도 강릉시
442420202500673,2025-11-26,포남동 다이소 앞,개,믹스견,2025(60일미만)(년생),3.4(Kg),M,N,종료(반환),강릉시 동물사랑센터,강원특별자치도 강릉시
442420202500672,2025-11-26,연주로 산불초소,개,믹스견,2025(60일미만)(년생),2.5(Kg),M,N,보호중,강릉시 동물사랑센터,강원특별자치도 강릉시
442420202500671,2025-11-26,안인발전소 정문 앞,개,골든 리트리버,2021(년생),33(Kg),M,N,보호중,강릉시 동물사랑센터,강원특별자치도 강릉시
441554202501750,2025-11-26,광주시 초월역 인근 곤지암천,개,치와와,2022(년생),3.00(Kg),F,N,보호중,광주TNR동물병원초월,경기도 광주시
441553202503679,2025-11-26,융건로 인근,개,믹스견,2025(년생),5.5(Kg),M,N,보호중,화성동물보호센터,경기도 화성시
441553202503678,2025-11-26,송산면 봉가리 인근,개,믹스견,2020(년생),20(Kg),F,U,종료(반환),화성동물보호센터,경기도 화성시
441406202501731,2025-11-26,경기 파주시 조리읍 기곡길 306-66 (장곡리) 인근,고양이,한국 고양이,2023(년생),4.75(Kg),M,N,보호중,한국동물구조관리협회,경기도 파주시
441403202500434,2025-11-26,백운호수공원 인근,개,믹스견,2013(년생),10(Kg),M,N,보호중,한국야생동물보호협회,경기도 의왕시
441403202500433,2025-11-26,의왕시 새터말길 46 인근,개,푸들,2022(년생),3(Kg),F,U,보호중,한국야생동물보호협회,경기도 의왕시
441401202501433,2025-11-26,정왕동 1787-1,고양이,노르웨이 숲,2020(년생),5.9(Kg),F,U,보호중,시흥동물누리보호센터,경기도 시흥시
441401202501432,2025-11-26,금오로 576,개,믹스견,2025(년생),8(Kg),M,N,보호중,시흥동물누리보호센터,경기도 시흥시
441394202502468,2025-11-26,마두동 784 부근,개,푸들,2013(년생),3.5(Kg),F,U,보호중,고양시동물보호센터,경기도 고양시
441393202501850,2025-11-26,선부동10656-10 부근,고양이,한국 고양이,2015(년생),4(Kg),M,N,보호중,한국야생동물보호협회,경기도 안산시
441393202501849,2025-11-26,선이로48 부근,고양이,한국 고양이,2025(년생),2.5(Kg),M,N,보호중,한국야생동물보호협회,경기도 안산시
441393202501848,2025-11-26,경기테크노파크 부근,고양이,한국 고양이,2024(년생),2(Kg),M,N,종료(자연사),한국야생동물보호협회,경기도 안산시
441393202501847,2025-11-26,장상동316-1 부근,개,믹스견,2023(년생),5(Kg),F,U,보호중,한국야생동물보호협회,경기도 안산시
441391202502872,2025-11-26,경기도 평택시 세교119안전센,개,믹스견,2023(년생),25(Kg),F,U,보호중,평택시동물보호센터,경기도 평택시
441391202502871,2025-11-26,경기도 평택시 송탄 홈플러스2층,개,믹스견,2023(년생),17(Kg),M,U,보호중,평택시동물보호센터,경기도 평택시
441391202502870,2025-11-26,경기도 평택시 팽성읍 근내2길 66번지 갤럭시 A동,개,기타,2025(년생),3.6(Kg),M,N,보호중,평택시동물보호센터,경기도 평택시
441391202502869,2025-11-26,서탄면 용소금각로 182,개,웰시 코기 펨브로크,2016(년생),13(Kg),M,Y,종료(반환),평택시동물보호센터,경기도 평택시
441390202500723,2025-11-26,광명시청에서 인수,개,믹스견,2017(년생),5(Kg),F,U,종료(반환),한국야생동물보호협회,경기도 광명시
441386202501619,2025-11-26,역곡동 26-3,고양이,한국 고양이,2025(년생),2.49(Kg),F,U,보호중,24시아이동물메디컬,경기도 부천시
441378202501726,2025-11-26,상대원 182-11,고양이,믹스묘,2024(년생),3.2(Kg),F,N,보호중,펫앤쉘터동물병원,경기도 성남시
441374202501347,2025-11-26,권선구 탑동,개,믹스견,2015(년생),7.00(Kg),M,N,종료(반환),수원시 동물보호센터,경기도 수원시
431369202500763,2025-11-26,남외동,고양이,한국 고양이,2023(년생),4.68(Kg),F,Y,보호중,산타클라라동물병원,울산광역시 중구
429362202500906,2025-11-26,북구 복룡길 75,개,믹스견,2020(년생),11(Kg),F,Y,보호중,광주동물보호센터,광주광역시 북구
429360202500837,2025-11-26,서구 마륵동,개,보더 콜리,2023(년생),16(Kg),M,N,보호중,광주동물보호센터,광주광역시 서구
429359202500435,2025-11-26,동구 장동,개,푸들,2015(년생),7(Kg),M,Y,종료(반환),광주동물보호센터,광주광역시 동구
428357202501688,2025-11-26,불은면 신현리 161-23,개,진도견,2023(년생),20(Kg),M,N,보호중,디디동물병원,인천광역시 강화군
428354202501274,2025-11-26,산곡119 안전센터,개,믹스견,2010(년생),11(Kg),M,N,종료(반환),조재진동물병원,인천광역시 부평구
427343202501102,2025-11-26,서구 내당1동사무소부근,고양이,한국 고양이,2025(60일미만)(년생),1.7(Kg),F,N,보호중,대구시수의사회(보경),대구광역시 서구
427343202501101,2025-11-26,서구 달서천로 186일대,고양이,한국 고양이,2025(60일미만)(년생),0.5(Kg),M,N,보호중,대구시수의사회(보경),대구광역시 서구
427341202500700,2025-11-26,중구 남산동 614-18,고양이,한국 고양이,2025(년생),0.8(Kg),Q,N,종료(자연사),대구시수의사회(동인),대구광역시 중구
426331202500661,2025-11-26,용당동 세관앞 gs25편의점 앞,고양이,믹스묘,2020(년생),1.7(Kg),F,N,종료(자연사),(사)동부동물보호협회,부산광역시 남구
426327202500203,2025-11-26,좋은문화병원 산후조리원 뒤편 화단,고양이,한국 고양이,2025(60일미만)(년생),0.60(Kg),M,U,종료(자연사),동구종합동물병원,부산광역시 동구
426327202500202,2025-11-26,좋은문화병원 산후조리원 뒤편 화단,고양이,한국 고양이,2025(60일미만)(년생),0.60(Kg),M,U,보호중,동구종합동물병원,부산광역시 동구
411319202500689,2025-11-26,신라스테이 근처,개,요크셔 테리어,2021(년생),2.5(Kg),F,U,종료(반환),디아크동물종합병원,서울특별시 동작구
429360202500838,2025-11-26,서구 월드컵경기장,고양이,한국 고양이,2020(년생),4.8(Kg),F,U,보호중,광주동물보호센터,광주광역시 서구
429363202501016,2025-11-26,광산구 오선동,고양이,한국 고양이,2025(년생),1.2(Kg),F,N,종료(기증),광주동물보호센터,광주광역시 광산구
429363202501015,2025-11-26,광산구 오선동,고양이,한국 고양이,2025(년생),1.1(Kg),F,U,종료(기증),광주동물보호센터,광주광역시 광산구
441401202501431,2025-11-26,오이도로 22-11,고양이,한국 고양이,2025(년생),0.5(Kg),M,N,보호중,시흥동물누리보호센터,경기도 시흥시
441401202501430,2025-11-26,정왕동 62-4,고양이,한국 고양이,2025(년생),0.66(Kg),M,N,종료(입양),시흥동물누리보호센터,경기도 시흥시
441401202501429,2025-11-26,큰솔로 26,고양이,한국 고양이,2025(년생),0.66(Kg),F,N,종료(입양),시흥동물누리보호센터,경기도 시흥시
447510202500775,2025-11-25,화남면 학지길 51-25,개,라이카,2022(년생),25(Kg),M,N,보호중,영천유기동물보호센터,경상북도 영천시
447510202500774,2025-11-25,금호여중,개,믹스견,2019(년생),23(Kg),M,N,보호중,영천유기동물보호센터,경상북도 영천시
426326202500927,2025-11-25,"꽃마을로 48, 대신 더샵 관리사무소",고양이,한국 고양이,2025(60일미만)(년생),0.45(Kg),Q,N,보호중,부산동물보호센터,부산광역시 서구
426326202500926,2025-11-25,"꽃마을로 48, 대신 더샵 관리사무소",고양이,한국 고양이,2025(60일미만)(년생),0.45(Kg),Q,N,보호중,부산동물보호센터,부산광역시 서구
446485202500753,2025-11-25,무정면 옻재길 95-64,개,믹스견,2025(년생),7.5(Kg),F,N,보호중,담양군 동물보호센터,전라남도 담양군
446485202500752,2025-11-25,무정면 옻재길 95-64,개,믹스견,2023(년생),12(Kg),F,N,보호중,담양군 동물보호센터,전라남도 담양군
446485202500751,2025-11-25,수북면 추성1로 714,개,믹스견,2023(년생),15(Kg),M,N,보호중,담양군 동물보호센터,전라남도 담양군
441405202503200,2025-11-25,수지구 동천동 714-17,개,믹스견,2025(60일미만)(년생),0.34(Kg),F,N,보호중,용인시 동물보호센터,경기도 용인시
441405202503199,2025-11-25,수지구 동천동 714-17,개,믹스견,2025(60일미만)(년생),0.27(Kg),M,N,보호중,용인시 동물보호센터,경기도 용인시
428356202501648,2025-11-25,청라동 153-1,고양이,터키시 앙고라,2023(년생),4.8(Kg),F,U,종료(반환),가정동물병원,인천광역시 서구
428356202501647,2025-11-25,가정로 406,고양이,한국 고양이,2025(60일미만)(년생),0.8(Kg),F,N,보호중,가정동물병원,인천광역시 서구
